Busses were clean and drivers were true partners in making this a very positive experience. Bus gave us peace of mind!,BusG
Great communication. Great dirver,BusG
"Good service, good communication.",BusG
Great service !,BusG
Awesome! Service was great! On time and very professional. This is my second time using this bus. Would highly recommend.,BusG
"Friendly bus drivers, very cooperative and respectful even though our group was a bunch of teenagers. Busses arrived early and we had a safe ride both ways.",BusG
On time and had a great experience with the bus.,BusG
Timely and courteous!,BusG
My experience with everyone was great. The driver had a great time and that's what matters.,BusG
Great service arrived on time and great driver .,BusG
Exceptional service all around. Will use again and will recommend to others for that.,BusG
"The bus driver was friendly, courteous and punctual. Accommodated our needs even when we had a higher attendance than expected.",BusG
"Staff were really helpful when needed. The driver was also very pleasant, accommodating, and knowledgeable.",BusG
My group was pleased with the drivers and bus service.,BusG
I had a good experience dealing with bus. Bus was on time drivers were friendly.,BusG
"Great experience with bus, would recommend them to anyone!",BusG
"On time, very clean and good service all together. I highly recomand it.",BusG
We had an excellent trip. Very professional and careful driver. Comfortable vehicle.,BusG
The bus was in excellent condition.,BusG
"Our driver was amazing! He was early to pick us up, friendly and willing to slightly change our itinerary as needed. This was a WONDERFUL experience!",BusG
"Communication, timeliness and state of the bus were all very good",BusG
"Our bus driver arrived right on time, he was very flexible and accommodating for our group.",BusG
Good driving and got us to our destination on time. would definitely book again.,BusG
"The bus drivers were kind, professional and prompt. I would highly recommend",BusG
We had a great experience. Our driver was fantastic and extremely accommodating. We had a perfect experience from start to finish.,BusG
On time. Reasonable Rates.,BusG
Excellent service! Would definitely use them again without a doubt,BusG
Great service! ride with them a few times now I would recommend!,BusG
Clean bus. Great driver.,BusG
They were wonderful to work with and great service!,BusG
Excellent driver!,BusG
Driver was professional and on time ! Would use them again.,BusG
Excellent way to travel to and from events,BusG
"very good experience for me, very friendly staff all around",BusG
Great I loved being in the bus it was a school bus but it was still fun and driver was nice,BusG
"This was an amazing service. Courteous, professional drivers.",BusG
"very friendly bus drivers. they were on time, respectful and nice to everybody.",BusG
Everything went precisely according to schedule and expectations. Will use this service every time I need to visit.,BusG
They were on time and the bus was more then comfortable. Would recommend.,BusG
"Great service, friendly driver, on time",BusG
Drivers were polite and well trained.,BusG
"The bus driver was excellent, the bus was clean.",BusG
The buses were very clean and the drivers were both friendly and professional. We will definitely be using them again.,BusG
I had a great experience with this bus and would highly recommend them to anyone.,BusG
Super friendly drivers. One time arrivals and departures.,BusG
